id,q,rating,rating_reason,path,topscore,autolabel,autoreason,current_url,current_html,fix_reason,new_url,new_html
faq-016,"보유중인 자동차를 팔고 싶은데, 어떻게 하면 좋을까요?",Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,현대 인증중고차 (certified.hyundai.com) 의 내차팔기 서비스를 통해 판매할 수 있습니다.,URL_WRONG | 잘못된/죽은 링크 교체,https://certified.hyundai.com/p/display/main,고객님 차량은 <b>현대 인증중고차 내차팔기 서비스</b>를 통해 쉽고 안전하게 판매하실 수 있습니다. 온라인에서 차량 정보를 입력하면 전문 평가 후 견적을 확인하실 수 있습니다.
faq-002,포인트는 어떻게 활용하나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"포인트는 블루멤버스 사이트 내에서 현금 처럼 사용 하실 수 있으며, 고객님께서 블루핸즈 서비스를 받으실 때도 현금처럼 지불 하실 수 있습니다",URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/service-membership/bluemembers/bluemembers-point/point-saveuse,"포인트는 블루멤버스 사이트 내에서 현금 처럼 사용 하실 수 있으며, 고객님께서 블루핸즈 서비스를 받으실 때도 현금처럼 지불 하실 수 있습니다"
faq-003,폐차 의뢰 및 신청은 어떻게 하나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,서비스/멤버십 > 내차 항목의 '친환경 폐차 신청'으로 들어가셔서 신청하시는 것이 가장 신속하고 정확합니다. 인터넷 신청이 불편하시면 유선전화 (1544-2738)로 문의하셔서 폐차 신청을 할 수 있습니다.,URL_WRONG | 잘못된/죽은 링크 삭제,,서비스/멤버십 > 내차 항목의 '친환경 폐차 신청'으로 들어가셔서 신청하시는 것이 가장 신속하고 정확합니다. 인터넷 신청이 불편하시면 유선전화 (1544-2738)로 문의하셔서 폐차 신청을 할 수 있습니다.
faq-004,차량구입시 신용카드는 얼마까지 이용할 수 있나요?,Bad,,RAG,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,▶ 자동차 구입시 신용카드를 이용한 결제는 고객님 신용카드 한도내에서 희망하시는 금액 까지 자유로이 결제가 가능합니다.,URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,▶ 자동차 구입시 신용카드를 이용한 결제는 고객님 신용카드 한도내에서 희망하시는 금액 까지 자유로이 결제가 가능합니다.
faq-005,차량구입시 신용카드는 복수의 카드로 결제가 가능한가요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 예, 가능합니다. 신용카드 갯수에 제한없이 결제가 가능합니다.",URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"예, 차량 구입 시에는 여러 장의 신용카드를 사용해 결제가 가능합니다. 다만, 각 카드사별로 승인 한도나 결제 조건이 다를 수 있으므로, 사전 확인 후 진행하시면 원활하게 결제하실 수 있습니다."
faq-006-c,세이브오토 이용에 관해 알고 싶습니다.,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 현대자동차 신차 구입 시 Hyundai Mobility카드를 이용하는 경우차량구매 대금 중 일부를 해당 포인트(20만/30만/50만)만큼 先할인해 드립니다先할인 받으신 금액은 이후 36개월 동안 고객님의 Hyundai Mobility카드 사용실적에 따라 적립되는포인트로 상환하시게 되며, 미상환하신 경우 익월 카드대금 청구 시 전액 청구됩니다.블루 세이브-오토 프로그램은 적용을 원하시는 고객께서 신청하시는 경우에만 적용되고이용기간 중 미상환하신 포인트에 대한 대금청구 시 이자는 부과되지 않습니다.",TERM_UPDATE | 내용 요약,,"세이브오토는 신차 구입 시 Hyundai Mobility카드로 결제하면 차량 대금의 일부(20만/30만/50만 포인트)를 선할인해주는 제도입니다. 이후 36개월 동안 카드 사용 실적에 따라 포인트로 상환하며, 미상환 시 익월 카드대금에 청구됩니다. 신청 고객에 한해 적용되며, 이자는 부과되지 않습니다."
faq-007,차량에 부과되는 세금은 어떤 종류가 있나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 현행 자동차관련 세금항목은 다음과 같습니다. ① 구입단계 : 개별소비세(8인승 이하 승용차限), 교육세(개소세의 30%), 부가가치세 ② 등록단계 : 등록세,취득세 ③ 소유단계 : 자동차세(연단위 부여) ④ 유류관련 : 교통세, 주행세, 교육세, 부가가치세 ⑤ 기타 : 공채매입, 환경개선비용부담금(해당자동차限)",URL_WRONG | 잘못된/죽은 링크 삭제,,"▶ 현행 자동차관련 세금항목은 다음과 같습니다. ① 구입단계 : 개별소비세(8인승 이하 승용차限), 교육세(개소세의 30%), 부가가치세 ② 등록단계 : 등록세,취득세 ③ 소유단계 : 자동차세(연단위 부여) ④ 유류관련 : 교통세, 주행세, 교육세, 부가가치세 ⑤ 기타 : 공채매입, 환경개선비용부담금(해당자동차限)"
faq-008,신차 구매 시 타던 차량을 반납하면 신차 할인 받을 수 있나요?,Bad,,RAG,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,현대 인증중고차의 내차팔기 서비스와 연계하여 신차 할인과 중고차 추가 보상 혜택을 받을 수 있습니다.자세한 사항은 [이벤트> 진행중 이벤트]를 통해 확인해 주세요.,URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/event,"네, 신차 구매 시 기존 차량을 반납하면 현대 인증중고차 내차팔기 서비스와 연계해 신차 할인과 추가 보상 혜택을 받을 수 있습니다. 자세한 내용은 진행 중인 이벤트에서 확인하실 수 있습니다."
faq-009-b,차량구입시 의무보험료란 금액을 납부하였습니다. 이것은 어떤 종류의 보험인가요?,Bad,,RAG,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"의무보험은 차량이 출고센터를 동해 출고되어 임시운행기간동안에만 유효한 보험입니다. 이는 임시운행 기간중 발생되는 교통사고 피해자의 피해배상 보장을 위한 자동차 손해배상 보장법 개정으로 임시운행허가 차량의 의무보험 가입이 법제화 되었습니다. 보상책임기간은 출고일부터 임시운행허가 기간인 10일(기간 만료일 24시까지)동안이고보험료는 차종별 정액보험료가 적용됩니다. (대부분의 경우 1만원 이내) 따라서 차량을 구입하신 고객께서는 임시운행허가기간 종료 이전에 1년만기 책임보험, 혹은 종합보험에 반드시 가입하셔야 합니다. 의무보험은 1회 소멸성 보험으로 임시운행증을 반납하거나 다른 책임보험에 가입하시는 경우 자동으로 해지가 됩니다.",TERM_UPDATE | 내용 요약,,"의무보험은 차량 출고 후 임시운행 기간(약 10일) 동안만 유효한 단기 보험으로, 교통사고 피해자 보장을 위해 법적으로 가입이 의무화되어 있습니다. 차종별 정액보험료(보통 1만원 이내)가 적용되며, 이후에는 반드시 책임보험이나 종합보험에 가입해야 합니다."
faq-010-b,현대자동차 차량을 구입하려면 어떻게 해야하나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"현대자동차에서는 전국 정식 지점/대리점을 통해서만 차량을 판매하고 있습니다. 그 이외의 유통경로(인터넷 등)로는 차량 공급이 되지 않사오니 차량 구입시 주의해주시기 바라며 전국 어느곳에서나 같은 제품,같은 가격으로 바른거래를 실천하고 있습니다. 참고로, 현대자동차 홈페이지 구매상담 신청을 이용시 고객님께서 원하시는 지점,대리점을 선택하여 상담신청을 하시면 현대자동차의 전문영업사원이 신속하고 친절하게 차량구매에 관한 모든 궁금증을 해결해 드리겠습니다.",TERM_UPDATE | 내용 요약,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"현대자동차 차량은 전국 정식 지점/대리점을 통해서만 구매할 수 있으며, 모든 지점에서 동일한 가격으로 거래됩니다. 홈페이지에서 구매상담 신청 후 원하는 지점/대리점을 선택하면 전문 영업사원이 차량 구매 절차를 안내해 드립니다."
faq-011,차량대금을 신용카드로 결제할 경우 소득공제가 가능한가요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,불가능합니다. 조세특례제한법 제126조 3항 3호에 의거하여 신규로 출고되는 자동차 구입시 사용한 신용카드 금액은 소득공제 대상에서 제외됩니다.(2002년 12월1일 승인분부터 적용),URL_WRONG | 잘못된/죽은 링크 삭제,,신규 출고 차량 구입 시 신용카드 결제 금액은 소득공제 대상에서 제외됩니다. (조세특례제한법 제126조 3항 3호 근거)
faq-012-c,자동차 리스로 차를 구매하고 싶어요,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,자동차 리스는 고객의 다양한 Needs에 맞는 맞춤형 상품 구입이 가능합니다 자동차 리스도 할부나 현금구매와 동일하게 현대자동차 영업사원에게 문의하시면 됩니다.,TERM_UPDATE | 내용 보충,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"자동차 리스는 초기 비용 부담을 줄이고, 일정 기간 차량을 이용 후 반납·구매를 선택할 수 있는 금융상품입니다. 고객님의 필요에 맞는 맞춤형 리스 조건이 제공되며, 절차는 할부나 현금 구매와 동일하게 현대자동차 영업사원을 통해 진행하실 수 있습니다."
faq-013,현대자동차에서 중고차를 구매할 수 있나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,현대 인증중고차 (certified.hyundai.com) 의 내차사기 서비스를 통해 구매할 수 있습니다.자세한 사항은 현대 인증중고차 사이트에서 확인해 주세요.현대 인증중고차 사이트 바로가기▶,URL_WRONG | 잘못된/죽은 링크 교체,https://certified.hyundai.com/p/display/main,"네, 현대자동차의 현대 인증중고차(certified.hyundai.com) 서비스를 통해 중고차를 구매하실 수 있습니다. 자세한 사항은 인증중고차 사이트에서 확인 가능합니다."
faq-014-c,자동차 리스에 대해 알고 싶어요,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"자동차 리스란, 캐피탈사가 고객이 원하는 자동차를 대신 구매하여 고객에게 차량을 임대하여 제공하여 주고 고객은 캐피탈사에 매월 이용료를 납부하는 방식의 자동차 금융 상품입니다. 고객의 다양한 Needs에 맞는 맞춤형 상품 구성이 가능하며, 자동차 리스도 할부나 현금 구매와 동일하게 현대자동차 영업사원에게 문의하시면 됩니다.",TERM_UPDATE | 내용 요약,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"자동차 리스는 캐피탈사가 차량을 대신 구매해 고객에게 임대하고, 고객은 매월 이용료를 납부하는 금융 상품입니다. 초기 비용 부담을 줄이고 다양한 조건 선택이 가능하며, 절차는 할부·현금 구매와 동일하게 현대자동차 영업사원에게 문의하시면 됩니다."
faq-015,현대자동차 신차구입시 사용할 수 있는 포인트는 뭐가 있나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"현대자동차 신차구입시 사용하실 수 있는 포인트는, 현대카드 M포인트, 현대자동차 제휴포인트(외환, KB 등) 및 각종 이벤트를 통해 획득하신포인트 등이 있고 1포인트는 1원으로 환산되어 차량가격 할인을 받으실 수 있습니다. 단, BC 카드 포인트는 2003.5.1일부로 제휴 계약 해지로 인하여 신차 구입시 사용하실 수 없습니다. 기 적립된 포인트는 BC 카드사로 연락하시면 카드 대금에서 차감 청구가 가능합니다.",TERM_UPDATE | 내용 요약,,"신차 구입 시 사용할 수 있는 포인트는 현대카드 M포인트, 현대자동차 제휴포인트(외환·KB 등), 이벤트로 적립된 포인트 등이 있으며, 1포인트=1원으로 차량 가격 할인에 적용됩니다. 단, BC카드 포인트는 사용 불가하며, 적립된 포인트는 카드사 청구금 차감만 가능합니다."
faq-016,"보유중인 자동차를 팔고 싶은데, 어떻게 하면 좋을까요?",Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,현대 인증중고차 (certified.hyundai.com) 의 내차팔기 서비스를 통해 판매할 수 있습니다.,TERM_UPDATE | 내용 보충,https://certified.hyundai.com/p/nmp/nmpMain.do,"보유 중인 차량은 현대 인증중고차 내차팔기 서비스(certified.hyundai.com)를 통해 쉽고 안전하게 판매하실 수 있습니다. 차량 정보를 입력하면 전문 평가 후 견적을 확인할 수 있으며, 원하는 경우 신차 구매와 연계한 추가 혜택도 받으실 수 있습니다."
faq-017,본인 이외의 가족이 보유한 포인트를 사용할 수 있나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,'14.8월 개인정보 보호법 개정으로 가족카드/가족회원의 포인트 사용이 불가합니다. 블루멤버스 포인트 및 현대카드 M포인트 모두 본인 및 공동명의자의 포인트로만 차량구입시 사용하실 수 있습니다.,TERM_UPDATE | 내용 요약,,"네, 가족이 보유한 포인트는 사용할 수 없습니다. 블루멤버스 포인트와 현대카드 M포인트 모두 본인 또는 공동명의자의 포인트만 차량 구입 시 사용 가능합니다."
faq-112-b,포인트의 유효기간은 어떻게 되나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"지급된 블루멤버스 포인트는 60개월(5년) 간 사용 가능합니다. 유효기간 경과 시, 포인트는 월 단위로 익월 1일 소멸됩니다.",URL_WRONG | 잘못된/죽은 링크 삭제,,"지급된 블루멤버스 포인트는 60개월(5년) 간 사용 가능합니다. 유효기간 경과 시, 포인트는 월 단위로 익월 1일 소멸됩니다."
faq-019,세이브오토를 취소하려고 하는데 취소 방법은 어떻게 되나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,세이브오토 프로그램을 신청하셨던 지점/대리점에 철회/해지신청서가 있습니다. 신청서를 작성하신 후 해당 지점/대리점에 철회/해지 요청을 하시면 됩니다.,TERM_UPDATE | 내용 요약,,"세이브오토를 취소하려면, 신청했던 지점/대리점에서 철회·해지 신청서를 작성해 제출하시면 됩니다."
faq-020-c,장애인 조건으로 차량구입시 혜택을 알고 싶습니다.,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶장애인 조건으로 차량 구입시 혜택은 크게 3가지 입니다. ① 차량 개소세 면세 ② 지방세(취득세, 등록세, 자동차세)면세(서울시 기준) ③ 공채매입 면세 장애 대상별 면세 내용은 구매 가이드 > 제도 및 규정 > 세금 > 장애인 면세 메뉴에서 확인 가능합니다.자세히보기 > ※지방세 면세내용은 각 지방자치단체 조례에 따라 상이하므로 반드시 해당 지방자치단체로문의 및 구입전 확인을 요합니다.",URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/customer/guide/disabled-purchase-guide,"장애인 조건으로 차량을 구입하실 경우 주요 혜택은 다음과 같습니다.
① 개별소비세 면세
② 지방세 면세 (취득세·등록세·자동차세, 지역별 상이)
③ 공채매입 면세
세부 내용은 지방자치단체별로 다르므로 반드시 사전 확인이 필요합니다."
faq-021-c,고엽제 후유증 환자의 면세조건에 대해 알고 싶어요,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"고엽제후유증환자 지원에 관한 법률에 적용되는 장애우(友) 고객께서는 2004년 1월 1일 이후 출고되는 차량구입시 개소세 면제를 받으실 수 있습니다. 고엽제후유증 환자 고객의 LPG차량구입 및 개소세 면제는 경도장애 이상의 경우에 가능하며, 국가보훈처에서 발행한 고엽제법 적용 대상 확인원 상에 장애등급이 표기되어 있으면 가능합니다.",URL_WRONG | 잘못된/죽은 링크 삭제,,"고엽제 후유증 환자는 2004년 1월 1일 이후 출고 차량 구입 시 개별소비세 면제 혜택을 받을 수 있습니다. 또한, 경도장애 이상이고 국가보훈처에서 발급한 확인원에 장애등급이 표시되어 있으면 LPG 차량 구입 및 개소세 면제가 가능합니다."
faq-022-c,광주민주화운동 부상자 면세조건에 대해 알고 싶습니다.,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ ""광주민주화 유공자 예우에 대한 법률""에 적용되는 장애우(友) 고객께서는 2004년 1월 1일 이후 출고되는 차량구입시 개소세 면제를 받으실 수 있습니다. 광주민주화운동 부상자 LPG차량구입 및 개소세 면제는 장애 1~14급의 경우에 가능하며, 국가보훈처에서 발행한 ""광주민주유공자증"" 상에 장애등급이 표기되어 있으면 가능합니다.",URL_WRONG | 잘못된/죽은 링크 삭제,,"광주민주화운동 부상자는 2004년 1월 1일 이후 출고 차량 구입 시 개별소비세 면제 혜택을 받을 수 있습니다. 또한, 장애 1~14급이고 국가보훈처 발급 광주민주유공자증에 장애등급이 표시되어 있으면 LPG 차량 구입 및 개소세 면제가 가능합니다."
faq-023-b,장애인 가족이 사망했을 경우 장애인용 LPG 차량은 어떻게 해야하나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"LPG 승용자동차를 사용하는 장애인 및 국가상이유공자가 사망할 경우, 유가족이 당해차량을 계속 사용이 가능하도록 기존의 사용제한규정(당사자 사망일로부터 1년)이 폐지되었습니다. 개정법령은 산업자원부령으로 확정, 2003.8.11일부로 공포/시행되었으며, 적용대상은 2002.9.30일 이후 LPG 승용자동차를 소유하던 장애인 및 국가상이유공자가 사망한 경우로 그 사망당시 당해 차량을 소유한 보호자 또는 상속받은자가 동 차량을 계속 운행하는 경우에만 해당됩니다.",TERM_UPDATE | 내용 요약,,"장애인이나 국가유공자가 사망한 경우, 기존에는 1년까지만 LPG 차량 사용이 가능했으나 현재는 유가족이 계속 사용 가능합니다. 단, 2002년 9월 30일 이후 등록 차량에 한하며, 사망 당시 차량을 소유한 보호자나 상속인이 운행할 경우만 해당됩니다."
faq-024-c,장애인차량 구입조건에 대해 알고 싶습니다.,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"장애인 조건의 차량구입은 장애인 단독명의, 장애인과 주민등록표상 세대를 함께하는 배우자, 직계존비속,형제자매 또는 직계비속의 배우자 공동명의로 구입이 가능합니다. 단, 몇가지 조건이 붙는데 장애인 공동명의 조건으로 구입하신 차량은 차량출고후 5년간 동일조건(주민등록법상 동일세대)를 유지해야 하고 이 조건이 충족되지 않을때 면세받은 금액을 납부하셔야 합니다. 또한 재구입연한이 만 5년으로 되어있어 기간내에 동일차량을 계속 보유하셔야 되며, 이또한 조건 불충족시 면세받으신 세금을 납부하시게 됩니다.",TERM_UPDATE | 내용 요약,,"장애인 차량은 장애인 단독 명의 또는 주민등록상 동일세대의 배우자·직계존비속·형제자매(및 그 배우자)와 공동명의로 구입할 수 있습니다. 공동명의 차량은 출고 후 5년간 동일세대 조건을 유지해야 하며, 조건을 충족하지 못하면 면세 혜택을 반환해야 합니다. 또한 동일 차량 재구입은 5년 이후에 가능합니다."
faq-025-b,현재 장애인조건의 차량을 보유하고 있습니다. 장애인조건 차량의 추가구입이 가능하나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,▶ 불가합니다. 장애인조건의 차량구입은 장애인 1인당 1대에 한하여 가능하고 신차 구입후 만 5년후 이후 다시 신차구입이 가능합니다.,URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/customer/guide/disabled-purchase-guide,▶ 불가합니다. 장애인조건의 차량구입은 장애인 1인당 1대에 한하여 가능하고 신차 구입후 만 5년후 이후 다시 신차구입이 가능합니다.
faq-026-b,세이브오토 및 M포인트 차감을 통해 차량가격을 할인받았습니다. 그런데 세금계산서상 금액과 차이가 있는데 왜 그런가요?,Bad,,RAG,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 세이브오토 및 M포인트는 현대카드사와 공동으로 시행중인 이벤트행사입니다. 세이브오토 및 M포인트 사용을 통해 할인받으신 금액은 전액 세금계산서에서 제외되지 않고 60%는 현대자동차가, 나머지 40%는 현대카드사에서 지원하고 있습니다. 따라서 현대카드사 부담분(40%)은 현대자동차 차량판매에 대한 세금계산서상 할인매출로 인식되지 않습니다.",TERM_UPDATE | 내용 요약,,세이브오토 및 M포인트 할인은 현대차(60%)와 현대카드(40%)가 분담합니다. 이 중 현대카드 부담분(40%)은 세금계산서에 할인 매출로 반영되지 않아 금액 차이가 발생합니다.
faq-027,차량구입에 관련된 금액은 어떠한 결제방식이 있나요?,Bad,,RAG,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 차량구입에 관련된 금액의 결제는 현금, 신용카드 및 할부이용 등의 방법이 있습니다. 그 이외 현재 보유차량 매각대금 대체 및 직불카드 등의 이용은 불가합니다.",URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"차량 구입 대금은 현금, 신용카드, 할부로 결제할 수 있습니다. 단, 보유 차량 매각 대금 대체나 직불카드는 사용할 수 없습니다."
faq-028,차량 대금을 신용카드로 결제하려고 합니다. 계약자 이외의 다른 사람의 카드로 결제가 가능한가요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 자동차 구입대금 결제시 본인 이외의 제3자 신용카드를 이용한 결제는 불가능 합니다. 2001년 6월 재정경제부와 관련부처의 법률해석 결과, 당사자간의 동의여부를 불문하고 구매자 이외의 신용카드를 이용한 거래는 여신전문금융법 제19조에서 <위장매출전표 작성행위>에 해당됩니다. 따라서 계약자 본인 이외의 제3자 신용카드는 사용하실 수 없습니다.",URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,자동차 구입 대금은 계약자 본인 명의 신용카드만 사용 가능합니다. 제3자(가족 포함) 명의의 카드는 결제에 사용할 수 없습니다.
faq-029,할부금을 카드로 결제할 수 있나요?,Bad,,Fallback,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"▶ 불가능합니다. 할부금은 금전채무로 분리되어 있으며, 여신전문금융업법상 금전채권은 카드로 결제할 수 없게 되어있습니다.",URL_WRONG | 잘못된/죽은 링크 교체,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"▶ 불가능합니다. 할부금은 금전채무로 분리되어 있으며, 여신전문금융업법상 금전채권은 카드로 결제할 수 없게 되어있습니다."
faq-030,차량 구입시 견적에 포함되는 공채매입과 할인의 차이는 무엇인가요?,Bad,,RAG,0,Bad,,https://www.hyundai.com/kr/ko/e/customer/center/faq,"차량을 구입하시는 모든 분께서는 반드시 관할지역(광역시 또는 지방)에서 발행하는 공채를 의무적으로 구입하시도록 되어있습니다.(도시철도법 시행령 등) 이는 지하철이 있는 광역시에서는 지하철 건설에 쓰이는 재원으로 쓰이고 기타 도시에서는 도로확충 및 유지보수에 사용되는 재원으로, 각 지방자치단체에서 7년 거치후 원리금을 일시에 상환해 드리고 있습니다. 이것이 공채매입 입니다. 다만, 7년간의 보유기간 중 분실 등의 위험이 있으므로 원하시는 고객께서는 채권할인 전문업체나 증권사에서 7년 동안 예상되는 자치단체의 이자수익을 제외한 금액을 채권구입과 동시에 돌려드립니다. 이것을 할인매도라고 합니다. 공채할인율은 차량등록일을 기준으로 매일매일 약간씩 변동되오니 차량등록전 공채할인율을 확인하시기 바랍니다.",TERM_UPDATE | 내용 요약,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult,"차량 구입 시 공채매입은 관할 지자체가 발행하는 공채를 의무적으로 구입하는 것이며, 약 7년 후 원리금을 상환받습니다. 반면, 공채할인은 이를 증권사 등에서 즉시 매도하여 원리금에서 예상 이자수익을 제외한 금액을 돌려받는 방식입니다."
